,OrderID,ProductID,UnitPrice_x,Quantity,Discount,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,ProductName,SupplierID,CategoryID,QuantityPerUnit,UnitPrice_y,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
312,10364,71,17.2,5,0,EASTC,1,1996-11-26 00:00:00,1997-01-07 00:00:00,1996-12-04 00:00:00,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0
313,10365,11,16.8,24,0,ANTON,3,1996-11-27 00:00:00,1996-12-25 00:00:00,1996-12-02 00:00:00,2,22.0,Antonio Moreno Taquera,Mataderos 2312,Mxico D.F.,,5023,Mexico,Queso Cabrales,5,4,1 kg pkg.,21.0,22,30,30,0
314,10366,65,16.8,5,0,GALED,8,1996-11-28 00:00:00,1997-01-09 00:00:00,1996-12-30 00:00:00,2,10.14,Galera del gastronmo,"Rambla de Catalua, 23",Barcelona,,8022,Spain,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0
315,10366,77,10.4,5,0,GALED,8,1996-11-28 00:00:00,1997-01-09 00:00:00,1996-12-30 00:00:00,2,10.14,Galera del gastronmo,"Rambla de Catalua, 23",Barcelona,,8022,Spain,Original Frankfurter grne Soe,12,2,12 boxes,13.0,32,0,15,0
316,10367,34,11.2,36,0,VAFFE,7,1996-11-28 00:00:00,1996-12-26 00:00:00,1996-12-02 00:00:00,3,13.55,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,111,0,15,0
317,10367,54,5.9,18,0,VAFFE,7,1996-11-28 00:00:00,1996-12-26 00:00:00,1996-12-02 00:00:00,3,13.55,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark,Tourtire,25,6,16 pies,7.45,21,0,10,0
318,10367,65,16.8,15,0,VAFFE,7,1996-11-28 00:00:00,1996-12-26 00:00:00,1996-12-02 00:00:00,3,13.55,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0
319,10367,77,10.4,7,0,VAFFE,7,1996-11-28 00:00:00,1996-12-26 00:00:00,1996-12-02 00:00:00,3,13.55,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark,Original Frankfurter grne Soe,12,2,12 boxes,13.0,32,0,15,0
320,10368,21,8.0,5,0,ERNSH,2,1996-11-29 00:00:00,1996-12-27 00:00:00,1996-12-02 00:00:00,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0
321,10368,28,36.4,13,0,ERNSH,2,1996-11-29 00:00:00,1996-12-27 00:00:00,1996-12-02 00:00:00,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Rssle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1
322,10368,57,15.6,25,0,ERNSH,2,1996-11-29 00:00:00,1996-12-27 00:00:00,1996-12-02 00:00:00,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ravioli Angelo,26,5,24 - 250 g pkgs.,19.5,36,0,20,0
323,10368,64,26.6,35,0,ERNSH,2,1996-11-29 00:00:00,1996-12-27 00:00:00,1996-12-02 00:00:00,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Wimmers gute Semmelkndel,12,5,20 bags x 4 pieces,33.25,22,80,30,0
324,10369,29,99.0,20,0,SPLIR,8,1996-12-02 00:00:00,1996-12-30 00:00:00,1996-12-09 00:00:00,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Thringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1
325,10369,56,30.4,18,0,SPLIR,8,1996-12-02 00:00:00,1996-12-30 00:00:00,1996-12-09 00:00:00,2,195.68,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,21,10,30,0
326,10370,1,14.4,15,0,CHOPS,6,1996-12-03 00:00:00,1996-12-31 00:00:00,1996-12-27 00:00:00,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Chai,1,1,10 boxes x 20 bags,18.0,39,0,10,0
327,10370,64,26.6,30,0,CHOPS,6,1996-12-03 00:00:00,1996-12-31 00:00:00,1996-12-27 00:00:00,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Wimmers gute Semmelkndel,12,5,20 bags x 4 pieces,33.25,22,80,30,0
328,10370,74,8.0,20,0,CHOPS,6,1996-12-03 00:00:00,1996-12-31 00:00:00,1996-12-27 00:00:00,2,1.17,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0
329,10371,36,15.2,6,0,LAMAI,1,1996-12-03 00:00:00,1996-12-31 00:00:00,1996-12-24 00:00:00,1,0.45,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,Inlagd Sill,17,8,24 - 250 g  jars,19.0,112,0,20,0
330,10372,20,64.8,12,0,QUEEN,5,1996-12-04 00:00:00,1997-01-01 00:00:00,1996-12-09 00:00:00,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil,Sir Rodney's Marmalade,8,3,30 gift boxes,81.0,40,0,0,0
331,10372,38,210.8,40,0,QUEEN,5,1996-12-04 00:00:00,1997-01-01 00:00:00,1996-12-09 00:00:00,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil,Cte de Blaye,18,1,12 - 75 cl bottles,263.5,17,0,15,0
332,10372,60,27.2,70,0,QUEEN,5,1996-12-04 00:00:00,1997-01-01 00:00:00,1996-12-09 00:00:00,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0
333,10372,72,27.8,42,0,QUEEN,5,1996-12-04 00:00:00,1997-01-01 00:00:00,1996-12-09 00:00:00,2,890.78,Queen Cozinha,"Alameda dos Canrios, 891",Sao Paulo,SP,05487-020,Brazil,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0
334,10373,58,10.6,80,0,HUNGO,4,1996-12-05 00:00:00,1997-01-02 00:00:00,1996-12-11 00:00:00,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0
335,10373,71,17.2,50,0,HUNGO,4,1996-12-05 00:00:00,1997-01-02 00:00:00,1996-12-11 00:00:00,3,124.12,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0
336,10374,31,10.0,30,0,WOLZA,1,1996-12-05 00:00:00,1997-01-02 00:00:00,1996-12-09 00:00:00,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0
337,10374,58,10.6,15,0,WOLZA,1,1996-12-05 00:00:00,1997-01-02 00:00:00,1996-12-09 00:00:00,3,3.94,Wolski Zajazd,ul. Filtrowa 68,Warszawa,,01-012,Poland,Escargots de Bourgogne,27,8,24 pieces,13.25,62,0,20,0
338,10375,14,18.6,15,0,HUNGC,3,1996-12-06 00:00:00,1997-01-03 00:00:00,1996-12-09 00:00:00,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,Tofu,6,7,40 - 100 g pkgs.,23.25,35,0,0,0
339,10375,54,5.9,10,0,HUNGC,3,1996-12-06 00:00:00,1997-01-03 00:00:00,1996-12-09 00:00:00,2,20.12,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,Tourtire,25,6,16 pies,7.45,21,0,10,0
340,10376,31,10.0,42,0,MEREP,1,1996-12-09 00:00:00,1997-01-06 00:00:00,1996-12-13 00:00:00,2,20.39,Mre Paillarde,43 rue St. Laurent,Montral,Qubec,H1J 1C3,Canada,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0
341,10377,28,36.4,20,0,SEVES,1,1996-12-09 00:00:00,1997-01-06 00:00:00,1996-12-13 00:00:00,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,Rssle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1
342,10377,39,14.4,20,0,SEVES,1,1996-12-09 00:00:00,1997-01-06 00:00:00,1996-12-13 00:00:00,3,22.21,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,Chartreuse verte,18,1,750 cc per bottle,18.0,69,0,5,0
343,10378,71,17.2,6,0,FOLKO,5,1996-12-10 00:00:00,1997-01-07 00:00:00,1996-12-19 00:00:00,3,5.44,Folk och f HB,kergatan 24,Brcke,,S-844 67,Sweden,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0
344,10379,41,7.7,8,0,QUEDE,2,1996-12-11 00:00:00,1997-01-08 00:00:00,1996-12-13 00:00:00,1,45.03,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,85,0,10,0
345,10379,63,35.1,16,0,QUEDE,2,1996-12-11 00:00:00,1997-01-08 00:00:00,1996-12-13 00:00:00,1,45.03,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Vegie-spread,7,2,15 - 625 g jars,43.9,24,0,5,0
346,10379,65,16.8,20,0,QUEDE,2,1996-12-11 00:00:00,1997-01-08 00:00:00,1996-12-13 00:00:00,1,45.03,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,76,0,0,0
347,10380,30,20.7,18,0,HUNGO,8,1996-12-12 00:00:00,1997-01-09 00:00:00,1997-01-16 00:00:00,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,10,0,15,0
348,10380,53,26.2,20,0,HUNGO,8,1996-12-12 00:00:00,1997-01-09 00:00:00,1997-01-16 00:00:00,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1
349,10380,60,27.2,6,0,HUNGO,8,1996-12-12 00:00:00,1997-01-09 00:00:00,1997-01-16 00:00:00,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0
350,10380,70,12.0,30,0,HUNGO,8,1996-12-12 00:00:00,1997-01-09 00:00:00,1997-01-16 00:00:00,3,35.03,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,Outback Lager,7,1,24 - 355 ml bottles,15.0,15,10,30,0
351,10381,74,8.0,14,0,LILAS,3,1996-12-12 00:00:00,1997-01-09 00:00:00,1996-12-13 00:00:00,3,7.99,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0
352,10382,5,17.0,32,0,ERNSH,4,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Chef Anton's Gumbo Mix,2,2,36 boxes,21.35,0,0,0,1
353,10382,18,50.0,9,0,ERNSH,4,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Carnarvon Tigers,7,8,16 kg pkg.,62.5,42,0,0,0
354,10382,29,99.0,14,0,ERNSH,4,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Thringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1
355,10382,33,2.0,60,0,ERNSH,4,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Geitost,15,4,500 g,2.5,112,0,20,0
356,10382,74,8.0,50,0,ERNSH,4,1996-12-13 00:00:00,1997-01-10 00:00:00,1996-12-16 00:00:00,1,94.77,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Longlife Tofu,4,7,5 kg pkg.,10.0,4,20,5,0
357,10383,13,4.8,20,0,AROUT,8,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-18 00:00:00,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,Konbu,6,8,2 kg box,6.0,24,0,5,0
358,10383,50,13.0,15,0,AROUT,8,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-18 00:00:00,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,Valkoinen suklaa,23,3,12 - 100 g bars,16.25,65,0,30,0
359,10383,56,30.4,20,0,AROUT,8,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-18 00:00:00,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,21,10,30,0
360,10384,20,64.8,28,0,BERGS,3,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-20 00:00:00,3,168.64,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Sir Rodney's Marmalade,8,3,30 gift boxes,81.0,40,0,0,0
361,10384,60,27.2,15,0,BERGS,3,1996-12-16 00:00:00,1997-01-13 00:00:00,1996-12-20 00:00:00,3,168.64,Berglunds snabbkp,Berguvsvgen 8,Lule,,S-958 22,Sweden,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0
362,10385,7,24.0,10,0,SPLIR,1,1996-12-17 00:00:00,1997-01-14 00:00:00,1996-12-23 00:00:00,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,30.0,15,0,10,0
363,10385,60,27.2,20,0,SPLIR,1,1996-12-17 00:00:00,1997-01-14 00:00:00,1996-12-23 00:00:00,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Camembert Pierrot,28,4,15 - 300 g rounds,34.0,19,0,0,0
364,10385,68,10.0,8,0,SPLIR,1,1996-12-17 00:00:00,1997-01-14 00:00:00,1996-12-23 00:00:00,2,30.96,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,6,10,15,0
365,10386,24,3.6,15,0,FAMIA,9,1996-12-18 00:00:00,1997-01-01 00:00:00,1996-12-25 00:00:00,3,13.99,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil,Guaran Fantstica,10,1,12 - 355 ml cans,4.5,20,0,0,1
366,10386,34,11.2,10,0,FAMIA,9,1996-12-18 00:00:00,1997-01-01 00:00:00,1996-12-25 00:00:00,3,13.99,Familia Arquibaldo,"Rua Ors, 92",Sao Paulo,SP,05442-030,Brazil,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,111,0,15,0
367,10387,24,3.6,15,0,SANTG,1,1996-12-18 00:00:00,1997-01-15 00:00:00,1996-12-20 00:00:00,2,93.63,Sant Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,Guaran Fantstica,10,1,12 - 355 ml cans,4.5,20,0,0,1
368,10387,28,36.4,6,0,SANTG,1,1996-12-18 00:00:00,1997-01-15 00:00:00,1996-12-20 00:00:00,2,93.63,Sant Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,Rssle Sauerkraut,12,7,25 - 825 g cans,45.6,26,0,0,1
369,10387,59,44.0,12,0,SANTG,1,1996-12-18 00:00:00,1997-01-15 00:00:00,1996-12-20 00:00:00,2,93.63,Sant Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,Raclette Courdavault,28,4,5 kg pkg.,55.0,79,0,0,0
370,10387,71,17.2,15,0,SANTG,1,1996-12-18 00:00:00,1997-01-15 00:00:00,1996-12-20 00:00:00,2,93.63,Sant Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0
371,10388,45,7.6,15,0,SEVES,2,1996-12-19 00:00:00,1997-01-16 00:00:00,1996-12-20 00:00:00,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,Rogede sild,21,8,1k pkg.,9.5,5,70,15,0
372,10388,52,5.6,20,0,SEVES,2,1996-12-19 00:00:00,1997-01-16 00:00:00,1996-12-20 00:00:00,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,Filo Mix,24,5,16 - 2 kg boxes,7.0,38,0,25,0
373,10388,53,26.2,40,0,SEVES,2,1996-12-19 00:00:00,1997-01-16 00:00:00,1996-12-20 00:00:00,1,34.86,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1
374,10389,10,24.8,16,0,BOTTM,4,1996-12-20 00:00:00,1997-01-17 00:00:00,1996-12-24 00:00:00,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Ikura,4,8,12 - 200 ml jars,31.0,31,0,0,0
375,10389,55,19.2,15,0,BOTTM,4,1996-12-20 00:00:00,1997-01-17 00:00:00,1996-12-24 00:00:00,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Pt chinois,25,6,24 boxes x 2 pies,24.0,115,0,20,0
376,10389,62,39.4,20,0,BOTTM,4,1996-12-20 00:00:00,1997-01-17 00:00:00,1996-12-24 00:00:00,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Tarte au sucre,29,3,48 pies,49.3,17,0,0,0
377,10389,70,12.0,30,0,BOTTM,4,1996-12-20 00:00:00,1997-01-17 00:00:00,1996-12-24 00:00:00,2,47.42,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Outback Lager,7,1,24 - 355 ml bottles,15.0,15,10,30,0
378,10390,31,10.0,60,0,ERNSH,6,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-26 00:00:00,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0
379,10390,35,14.4,40,0,ERNSH,6,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-26 00:00:00,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,20,0,15,0
380,10390,46,9.6,45,0,ERNSH,6,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-26 00:00:00,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Spegesild,21,8,4 - 450 g glasses,12.0,95,0,0,0
381,10390,72,27.8,24,0,ERNSH,6,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-26 00:00:00,1,126.38,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0
382,10391,13,4.8,18,0,DRACD,3,1996-12-23 00:00:00,1997-01-20 00:00:00,1996-12-31 00:00:00,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,Konbu,6,8,2 kg box,6.0,24,0,5,0
383,10392,69,28.8,50,0,PICCO,2,1996-12-24 00:00:00,1997-01-21 00:00:00,1997-01-01 00:00:00,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,26,0,15,0
384,10393,2,15.2,25,0,SAVEA,1,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Chang,1,1,24 - 12 oz bottles,19.0,17,40,25,0
385,10393,14,18.6,42,0,SAVEA,1,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Tofu,6,7,40 - 100 g pkgs.,23.25,35,0,0,0
386,10393,25,11.2,7,0,SAVEA,1,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,NuNuCa Nu-Nougat-Creme,11,3,20 - 450 g glasses,14.0,76,0,30,0
387,10393,26,24.9,70,0,SAVEA,1,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Gumbr Gummibrchen,11,3,100 - 250 g bags,31.23,15,0,0,0
388,10393,31,10.0,32,0,SAVEA,1,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Gorgonzola Telino,14,4,12 - 100 g pkgs,12.5,0,70,20,0
389,10394,13,4.8,10,0,HUNGC,1,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,Konbu,6,8,2 kg box,6.0,24,0,5,0
390,10394,62,39.4,10,0,HUNGC,1,1996-12-25 00:00:00,1997-01-22 00:00:00,1997-01-03 00:00:00,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,Tarte au sucre,29,3,48 pies,49.3,17,0,0,0
391,10395,46,9.6,28,0,HILAA,6,1996-12-26 00:00:00,1997-01-23 00:00:00,1997-01-03 00:00:00,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,Spegesild,21,8,4 - 450 g glasses,12.0,95,0,0,0
392,10395,53,26.2,70,0,HILAA,6,1996-12-26 00:00:00,1997-01-23 00:00:00,1997-01-03 00:00:00,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,Perth Pasties,24,6,48 pieces,32.8,0,0,0,1
393,10395,69,28.8,8,0,HILAA,6,1996-12-26 00:00:00,1997-01-23 00:00:00,1997-01-03 00:00:00,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,26,0,15,0
394,10396,23,7.2,40,0,FRANK,1,1996-12-27 00:00:00,1997-01-10 00:00:00,1997-01-06 00:00:00,3,135.35,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,Tunnbrd,9,5,12 - 250 g pkgs.,9.0,61,0,25,0
395,10396,71,17.2,60,0,FRANK,1,1996-12-27 00:00:00,1997-01-10 00:00:00,1997-01-06 00:00:00,3,135.35,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0
396,10396,72,27.8,21,0,FRANK,1,1996-12-27 00:00:00,1997-01-10 00:00:00,1997-01-06 00:00:00,3,135.35,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,34.8,14,0,0,0
397,10397,21,8.0,10,0,PRINI,5,1996-12-27 00:00:00,1997-01-24 00:00:00,1997-01-02 00:00:00,1,60.26,Princesa Isabel Vinhos,Estrada da sade n. 58,Lisboa,,1756,Portugal,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,40,5,0
398,10397,51,42.4,18,0,PRINI,5,1996-12-27 00:00:00,1997-01-24 00:00:00,1997-01-02 00:00:00,1,60.26,Princesa Isabel Vinhos,Estrada da sade n. 58,Lisboa,,1756,Portugal,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,20,0,10,0
399,10398,35,14.4,30,0,SAVEA,2,1996-12-30 00:00:00,1997-01-27 00:00:00,1997-01-09 00:00:00,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,20,0,15,0
400,10398,55,19.2,120,0,SAVEA,2,1996-12-30 00:00:00,1997-01-27 00:00:00,1997-01-09 00:00:00,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,Pt chinois,25,6,24 boxes x 2 pies,24.0,115,0,20,0
401,10399,68,10.0,60,0,VAFFE,8,1996-12-31 00:00:00,1997-01-14 00:00:00,1997-01-08 00:00:00,3,27.36,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,6,10,15,0
402,10399,71,17.2,30,0,VAFFE,8,1996-12-31 00:00:00,1997-01-14 00:00:00,1997-01-08 00:00:00,3,27.36,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark,Flotemysost,15,4,10 - 500 g pkgs.,21.5,26,0,0,0
403,10399,76,14.4,35,0,VAFFE,8,1996-12-31 00:00:00,1997-01-14 00:00:00,1997-01-08 00:00:00,3,27.36,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark,Lakkalikri,23,1,500 ml,18.0,57,0,20,0
404,10399,77,10.4,14,0,VAFFE,8,1996-12-31 00:00:00,1997-01-14 00:00:00,1997-01-08 00:00:00,3,27.36,Vaffeljernet,Smagsloget 45,rhus,,8200,Denmark,Original Frankfurter grne Soe,12,2,12 boxes,13.0,32,0,15,0
405,10400,29,99.0,21,0,EASTC,1,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-16 00:00:00,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,Thringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,0,0,0,1
406,10400,35,14.4,35,0,EASTC,1,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-16 00:00:00,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,20,0,15,0
407,10400,49,16.0,30,0,EASTC,1,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-16 00:00:00,3,83.93,Eastern Connection,35 King George,London,,WX3 6FW,UK,Maxilaku,23,3,24 - 50 g pkgs.,20.0,10,60,15,0
408,10401,30,20.7,18,0,RATTC,1,1997-01-01 00:00:00,1997-01-29 00:00:00,1997-01-10 00:00:00,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,10,0,15,0
